City,County,Year,TOTALproduction,SFproduction,Mfproduction,Mhproduction
Atherton,San Mateo County,2006,24,25,-1,0
Atherton,San Mateo County,2007,0,0,0,0
Atherton,San Mateo County,2008,-21,-20,-1,0
Atherton,San Mateo County,2009,5,6,-1,0
Atherton,San Mateo County,2010,-16,-16,0,0
Atherton,San Mateo County,2011,-20,-20,0,0
Atherton,San Mateo County,2012,-16,-16,0,0
Atherton,San Mateo County,2013,-13,-13,0,0
Atherton,San Mateo County,2014,-10,-10,0,0
Atherton,San Mateo County,2015,-1,-1,0,0
Atherton,San Mateo County,2016,13,13,0,0
Atherton,San Mateo County,2017,12,12,0,0
Belmont,San Mateo County,1990,87,74,13,0
Belmont,San Mateo County,1991,-14,6,-19,-1
Belmont,San Mateo County,1992,-11,8,-19,0
Belmont,San Mateo County,1993,64,2,63,-1
Belmont,San Mateo County,1994,-17,3,-20,0
Belmont,San Mateo County,1995,11,10,1,0
Belmont,San Mateo County,1996,6,26,-19,-1
Belmont,San Mateo County,1997,113,133,-20,0
Belmont,San Mateo County,1998,-5,14,-18,-1
Belmont,San Mateo County,1999,-9,10,-19,0
Belmont,San Mateo County,2000,43,40,3,0
Belmont,San Mateo County,2001,22,12,10,0
Belmont,San Mateo County,2002,135,46,89,0
Belmont,San Mateo County,2003,26,15,11,0
Belmont,San Mateo County,2004,52,41,11,0
Belmont,San Mateo County,2005,88,53,35,0
Belmont,San Mateo County,2006,22,12,10,0
Belmont,San Mateo County,2007,26,15,11,0
Belmont,San Mateo County,2008,24,13,11,0
Belmont,San Mateo County,2009,25,14,11,0
Belmont,San Mateo County,2010,10,8,2,0
Belmont,San Mateo County,2011,2,2,0,0
Belmont,San Mateo County,2012,2,2,0,0
Belmont,San Mateo County,2013,5,5,0,0
Belmont,San Mateo County,2014,5,5,0,0
Belmont,San Mateo County,2015,20,20,0,0
Belmont,San Mateo County,2016,3,3,0,0
Belmont,San Mateo County,2017,12,2,10,0
Brisbane,San Mateo County,1990,8,29,-20,-1
Brisbane,San Mateo County,1991,10,32,-20,-2
Brisbane,San Mateo County,1992,6,34,-26,-2
Brisbane,San Mateo County,1993,4,32,-26,-2
Brisbane,San Mateo County,1994,4,32,-26,-2
Brisbane,San Mateo County,1995,2,30,-26,-2
Brisbane,San Mateo County,1996,30,31,1,-2
Brisbane,San Mateo County,1997,29,31,0,-2
Brisbane,San Mateo County,1998,28,29,1,-2
Brisbane,San Mateo County,1999,302,32,272,-2
Brisbane,San Mateo County,2000,28,22,5,1
Brisbane,San Mateo County,2001,15,2,11,2
Brisbane,San Mateo County,2002,1,1,-2,2
Brisbane,San Mateo County,2003,14,15,-4,3
Brisbane,San Mateo County,2004,21,23,-4,2
Brisbane,San Mateo County,2005,4,6,-4,2
Brisbane,San Mateo County,2006,-1,0,-4,3
Brisbane,San Mateo County,2007,20,17,1,2
Brisbane,San Mateo County,2008,22,1,19,2
Brisbane,San Mateo County,2009,6,4,0,2
Brisbane,San Mateo County,2010,6,4,1,1
Brisbane,San Mateo County,2011,2,2,0,0
Brisbane,San Mateo County,2012,0,0,0,0
Brisbane,San Mateo County,2013,6,6,0,0
Brisbane,San Mateo County,2014,35,35,0,0
Brisbane,San Mateo County,2015,32,30,2,0
Brisbane,San Mateo County,2016,6,3,3,0
Brisbane,San Mateo County,2017,6,6,0,0
Burlingame,San Mateo County,1990,14,5,9,0
Burlingame,San Mateo County,1991,-21,-2,-18,-1
Burlingame,San Mateo County,1992,-12,-3,-9,0
Burlingame,San Mateo County,1993,-25,5,-30,0
Burlingame,San Mateo County,1994,-21,1,-22,0
Burlingame,San Mateo County,1995,-12,-4,-7,-1
Burlingame,San Mateo County,1996,40,-5,45,0
Burlingame,San Mateo County,1997,-4,14,-18,0
Burlingame,San Mateo County,1998,19,18,2,-1
Burlingame,San Mateo County,1999,20,48,-28,0
Burlingame,San Mateo County,2000,84,35,48,1
Burlingame,San Mateo County,2001,30,50,-21,1
Burlingame,San Mateo County,2002,-2,28,-32,2
Burlingame,San Mateo County,2003,10,33,-24,1
Burlingame,San Mateo County,2004,18,37,-20,1
Burlingame,San Mateo County,2005,13,34,-22,1
Burlingame,San Mateo County,2006,13,27,-16,2
Burlingame,San Mateo County,2007,12,28,-17,1
Burlingame,San Mateo County,2008,8,27,-20,1
Burlingame,San Mateo County,2009,11,30,-21,2
Burlingame,San Mateo County,2010,-1,8,-9,0
Burlingame,San Mateo County,2011,0,0,0,0
Burlingame,San Mateo County,2012,49,2,47,0
Burlingame,San Mateo County,2013,0,0,0,0
Burlingame,San Mateo County,2014,3,0,3,0
Burlingame,San Mateo County,2015,37,8,29,0
Burlingame,San Mateo County,2016,0,0,0,0
Burlingame,San Mateo County,2017,2,2,0,0
Colma,San Mateo County,1990,-3,1,1,-5
Colma,San Mateo County,1991,-10,1,-5,-6
Colma,San Mateo County,1992,-18,-2,-9,-7
Colma,San Mateo County,1993,-9,2,-5,-6
Colma,San Mateo County,1994,6,0,12,-6
Colma,San Mateo County,1995,-12,3,-8,-7
Colma,San Mateo County,1996,-13,2,-9,-6
Colma,San Mateo County,1997,-6,1,0,-7
Colma,San Mateo County,1998,-14,2,-10,-6
Colma,San Mateo County,1999,-14,1,-9,-6
Colma,San Mateo County,2000,-4,4,-6,-2
Colma,San Mateo County,2001,1,5,-5,1
Colma,San Mateo County,2002,-2,3,-5,0
Colma,San Mateo County,2003,30,34,-5,1
Colma,San Mateo County,2004,79,8,71,0
Colma,San Mateo County,2005,0,5,-5,0
Colma,San Mateo County,2006,-1,3,-5,1
Colma,San Mateo County,2007,0,6,-6,0
Colma,San Mateo County,2008,-2,2,-5,1
Colma,San Mateo County,2009,-2,3,-5,0
Colma,San Mateo County,2010,3,3,0,0
Colma,San Mateo County,2011,0,0,0,0
Colma,San Mateo County,2012,0,0,0,0
Colma,San Mateo County,2013,0,0,0,0
Colma,San Mateo County,2014,0,0,0,0
Colma,San Mateo County,2015,0,0,0,0
Colma,San Mateo County,2016,0,0,0,0
Colma,San Mateo County,2017,-4,-4,0,0
Daly City,San Mateo County,1990,108,143,-30,-5
Daly City,San Mateo County,1991,269,243,34,-8
Daly City,San Mateo County,1992,46,90,-37,-7
Daly City,San Mateo County,1993,127,-27,161,-7
Daly City,San Mateo County,1994,175,-5,187,-7
Daly City,San Mateo County,1995,211,214,4,-7
Daly City,San Mateo County,1996,227,215,19,-7
Daly City,San Mateo County,1997,84,137,-52,-1
Daly City,San Mateo County,1998,37,161,-119,-5
Daly City,San Mateo County,1999,-28,133,-160,-1
Daly City,San Mateo County,2000,74,6,51,17
Daly City,San Mateo County,2001,145,59,92,-6
Daly City,San Mateo County,2002,196,93,92,11
Daly City,San Mateo County,2003,143,41,96,6
Daly City,San Mateo County,2004,98,14,94,-10
Daly City,San Mateo County,2005,92,8,95,-11
Daly City,San Mateo County,2006,121,1,110,10
Daly City,San Mateo County,2007,93,-2,98,-3
Daly City,San Mateo County,2008,119,-6,136,-11
Daly City,San Mateo County,2009,147,-9,166,-10
Daly City,San Mateo County,2010,41,21,23,-3
Daly City,San Mateo County,2011,105,10,95,0
Daly City,San Mateo County,2012,18,13,5,0
Daly City,San Mateo County,2013,256,10,246,0
Daly City,San Mateo County,2014,4,4,0,0
Daly City,San Mateo County,2015,49,49,0,0
Daly City,San Mateo County,2016,58,58,0,0
Daly City,San Mateo County,2017,168,97,71,0
East Palo Alto,San Mateo County,1990,-20,20,-32,-8
East Palo Alto,San Mateo County,1991,-6,20,-16,-10
East Palo Alto,San Mateo County,1992,-44,22,-55,-11
East Palo Alto,San Mateo County,1993,-32,18,-40,-10
East Palo Alto,San Mateo County,1994,4,31,-16,-11
East Palo Alto,San Mateo County,1995,-9,18,-17,-10
East Palo Alto,San Mateo County,1996,-7,19,-15,-11
East Palo Alto,San Mateo County,1997,-9,18,-17,-10
East Palo Alto,San Mateo County,1998,-3,24,-16,-11
East Palo Alto,San Mateo County,1999,-158,1,-150,-9
East Palo Alto,San Mateo County,2000,251,180,74,-3
East Palo Alto,San Mateo County,2001,341,97,245,-1
East Palo Alto,San Mateo County,2002,-21,43,-63,-1
East Palo Alto,San Mateo County,2003,49,69,-19,-1
East Palo Alto,San Mateo County,2004,77,63,15,-1
East Palo Alto,San Mateo County,2005,-31,-8,-22,-1
East Palo Alto,San Mateo County,2006,43,33,11,-1
East Palo Alto,San Mateo County,2007,15,33,-16,-2
East Palo Alto,San Mateo County,2008,17,34,-16,-1
East Palo Alto,San Mateo County,2009,11,29,-17,-1
East Palo Alto,San Mateo County,2010,2,6,-4,0
East Palo Alto,San Mateo County,2011,1,1,0,0
East Palo Alto,San Mateo County,2012,0,0,0,0
East Palo Alto,San Mateo County,2013,1,1,0,0
East Palo Alto,San Mateo County,2014,2,2,0,0
East Palo Alto,San Mateo County,2015,11,11,0,0
East Palo Alto,San Mateo County,2016,24,24,0,0
East Palo Alto,San Mateo County,2017,31,-4,35,0
Foster City,San Mateo County,1990,32,8,24,0
Foster City,San Mateo County,1991,8,16,-9,1
Foster City,San Mateo County,1992,32,-7,39,0
Foster City,San Mateo County,1993,-17,-8,-9,0
Foster City,San Mateo County,1994,-6,3,-9,0
Foster City,San Mateo County,1995,13,21,-9,1
Foster City,San Mateo County,1996,70,19,51,0
Foster City,San Mateo County,1997,38,-3,41,0
Foster City,San Mateo County,1998,59,-8,66,1
Foster City,San Mateo County,1999,37,-8,45,0
Foster City,San Mateo County,2000,-6,0,-5,-1
Foster City,San Mateo County,2001,0,4,-4,0
Foster City,San Mateo County,2002,437,3,435,-1
Foster City,San Mateo County,2003,-2,3,-4,-1
Foster City,San Mateo County,2004,27,2,25,0
Foster City,San Mateo County,2005,-2,2,-3,-1
Foster City,San Mateo County,2006,-2,3,-4,-1
Foster City,San Mateo County,2007,-3,1,-4,0
Foster City,San Mateo County,2008,-2,3,-4,-1
Foster City,San Mateo County,2009,-1,4,-4,-1
Foster City,San Mateo County,2010,-1,0,-1,0
Foster City,San Mateo County,2011,0,0,0,0
Foster City,San Mateo County,2012,0,0,0,0
Foster City,San Mateo County,2013,307,0,307,0
Foster City,San Mateo County,2014,1,1,0,0
Foster City,San Mateo County,2015,0,0,0,0
Foster City,San Mateo County,2016,74,0,74,0
Foster City,San Mateo County,2017,39,0,39,0
Half Moon Bay,San Mateo County,1990,266,255,3,8
Half Moon Bay,San Mateo County,1991,45,26,9,10
Half Moon Bay,San Mateo County,1992,31,23,-2,10
Half Moon Bay,San Mateo County,1993,55,53,-8,10
Half Moon Bay,San Mateo County,1994,48,40,-2,10
Half Moon Bay,San Mateo County,1995,66,60,-4,10
Half Moon Bay,San Mateo County,1996,75,37,28,10
Half Moon Bay,San Mateo County,1997,47,46,-9,10
Half Moon Bay,San Mateo County,1998,24,22,-8,10
Half Moon Bay,San Mateo County,1999,45,43,-8,10
Half Moon Bay,San Mateo County,2000,33,32,-10,11
Half Moon Bay,San Mateo County,2001,58,34,14,10
Half Moon Bay,San Mateo County,2002,52,40,1,11
Half Moon Bay,San Mateo County,2003,27,23,-6,10
Half Moon Bay,San Mateo County,2004,99,38,50,11
Half Moon Bay,San Mateo County,2005,1,5,-14,10
Half Moon Bay,San Mateo County,2006,-3,-1,-13,11
Half Moon Bay,San Mateo County,2007,6,10,-14,10
Half Moon Bay,San Mateo County,2008,17,17,-11,11
Half Moon Bay,San Mateo County,2009,2,5,-13,10
Half Moon Bay,San Mateo County,2010,5,3,-1,3
Half Moon Bay,San Mateo County,2011,7,7,0,0
Half Moon Bay,San Mateo County,2012,7,7,0,0
Half Moon Bay,San Mateo County,2013,14,13,0,1
Half Moon Bay,San Mateo County,2014,94,9,85,0
Half Moon Bay,San Mateo County,2015,126,9,117,0
Half Moon Bay,San Mateo County,2016,19,16,3,0
Half Moon Bay,San Mateo County,2017,14,14,0,0
Hillsborough,San Mateo County,1990,11,12,-1,0
Hillsborough,San Mateo County,1991,3,5,-1,-1
Hillsborough,San Mateo County,1992,-1,0,-1,0
Hillsborough,San Mateo County,1993,-4,-2,-1,-1
Hillsborough,San Mateo County,1994,0,2,-2,0
Hillsborough,San Mateo County,1995,2,4,-1,-1
Hillsborough,San Mateo County,1996,0,1,-1,0
Hillsborough,San Mateo County,1997,6,8,-1,-1
Hillsborough,San Mateo County,1998,-1,0,-1,0
Hillsborough,San Mateo County,1999,3,6,-2,-1
Hillsborough,San Mateo County,2000,7,7,0,0
Hillsborough,San Mateo County,2001,24,23,1,0
Hillsborough,San Mateo County,2002,14,14,0,0
Hillsborough,San Mateo County,2003,7,7,0,0
Hillsborough,San Mateo County,2004,1,1,0,0
Hillsborough,San Mateo County,2005,-11,-12,1,0
Hillsborough,San Mateo County,2006,6,6,0,0
Hillsborough,San Mateo County,2007,24,24,0,0
Hillsborough,San Mateo County,2008,16,15,1,0
Hillsborough,San Mateo County,2009,11,11,0,0
Hillsborough,San Mateo County,2010,13,13,0,0
Hillsborough,San Mateo County,2011,15,15,0,0
Hillsborough,San Mateo County,2012,10,10,0,0
Hillsborough,San Mateo County,2013,16,16,0,0
Hillsborough,San Mateo County,2014,29,29,0,0
Hillsborough,San Mateo County,2015,19,19,0,0
Hillsborough,San Mateo County,2016,28,28,0,0
Hillsborough,San Mateo County,2017,13,13,0,0
Menlo Park,San Mateo County,1990,65,15,49,0
Menlo Park,San Mateo County,1991,4,17,-12,-1
Menlo Park,San Mateo County,1992,-2,10,-12,0
Menlo Park,San Mateo County,1993,-7,5,-12,0
Menlo Park,San Mateo County,1994,-8,4,-12,0
Menlo Park,San Mateo County,1995,-6,7,-12,-1
Menlo Park,San Mateo County,1996,37,49,-12,0
Menlo Park,San Mateo County,1997,93,105,-12,0
Menlo Park,San Mateo County,1998,51,64,-12,-1
Menlo Park,San Mateo County,1999,62,64,-2,0
Menlo Park,San Mateo County,2000,37,49,-14,2
Menlo Park,San Mateo County,2001,58,70,-14,2
Menlo Park,San Mateo County,2002,9,22,-15,2
Menlo Park,San Mateo County,2003,-3,9,-15,3
Menlo Park,San Mateo County,2004,-8,4,-14,2
Menlo Park,San Mateo County,2005,2,15,-15,2
Menlo Park,San Mateo County,2006,31,43,-15,3
Menlo Park,San Mateo County,2007,88,100,-14,2
Menlo Park,San Mateo County,2008,88,101,-15,2
Menlo Park,San Mateo County,2009,57,70,-15,2
Menlo Park,San Mateo County,2010,22,29,-8,1
Menlo Park,San Mateo County,2011,31,31,0,0
Menlo Park,San Mateo County,2012,-5,-4,-1,0
Menlo Park,San Mateo County,2013,-7,-6,-1,0
Menlo Park,San Mateo County,2014,63,63,0,0
Menlo Park,San Mateo County,2015,5,5,0,0
Menlo Park,San Mateo County,2016,736,-3,739,0
Menlo Park,San Mateo County,2017,116,11,105,0
Millbrae,San Mateo County,1990,29,-4,32,1
Millbrae,San Mateo County,1991,50,0,50,0
Millbrae,San Mateo County,1992,18,-5,22,1
Millbrae,San Mateo County,1993,22,-8,29,1
Millbrae,San Mateo County,1994,19,-9,27,1
Millbrae,San Mateo County,1995,22,-5,26,1
Millbrae,San Mateo County,1996,16,-5,21,0
Millbrae,San Mateo County,1997,18,-2,19,1
Millbrae,San Mateo County,1998,-94,-8,-87,1
Millbrae,San Mateo County,1999,-150,-5,-146,1
Millbrae,San Mateo County,2000,7,1,4,2
Millbrae,San Mateo County,2001,6,4,0,2
Millbrae,San Mateo County,2002,3,2,-1,2
Millbrae,San Mateo County,2003,3,0,1,2
Millbrae,San Mateo County,2004,4,2,0,2
Millbrae,San Mateo County,2005,6,3,0,3
Millbrae,San Mateo County,2006,-6,2,-10,2
Millbrae,San Mateo County,2007,114,7,105,2
Millbrae,San Mateo County,2008,7,4,1,2
Millbrae,San Mateo County,2009,117,5,110,2
Millbrae,San Mateo County,2010,13,15,-3,1
Millbrae,San Mateo County,2011,179,37,142,0
Millbrae,San Mateo County,2012,0,0,0,0
Millbrae,San Mateo County,2013,0,0,0,0
Millbrae,San Mateo County,2014,54,0,54,0
Millbrae,San Mateo County,2015,3,3,0,0
Millbrae,San Mateo County,2016,1,1,0,0
Millbrae,San Mateo County,2017,0,0,0,0
Pacifica,San Mateo County,1990,32,26,7,-1
Pacifica,San Mateo County,1991,43,28,16,-1
Pacifica,San Mateo County,1992,15,15,1,-1
Pacifica,San Mateo County,1993,14,17,-2,-1
Pacifica,San Mateo County,1994,52,56,-3,-1
Pacifica,San Mateo County,1995,133,38,96,-1
Pacifica,San Mateo County,1996,51,57,-5,-1
Pacifica,San Mateo County,1997,37,46,-8,-1
Pacifica,San Mateo County,1998,52,56,-3,-1
Pacifica,San Mateo County,1999,70,76,-5,-1
Pacifica,San Mateo County,2000,61,54,7,0
Pacifica,San Mateo County,2001,25,22,3,0
Pacifica,San Mateo County,2002,19,14,5,0
Pacifica,San Mateo County,2003,20,16,4,0
Pacifica,San Mateo County,2004,19,9,10,0
Pacifica,San Mateo County,2005,12,10,2,0
Pacifica,San Mateo County,2006,12,11,1,0
Pacifica,San Mateo County,2007,41,38,3,0
Pacifica,San Mateo County,2008,47,47,0,0
Pacifica,San Mateo County,2009,22,22,0,0
Pacifica,San Mateo County,2010,14,14,0,0
Pacifica,San Mateo County,2011,2,2,0,0
Pacifica,San Mateo County,2012,6,2,4,0
Pacifica,San Mateo County,2013,3,3,0,0
Pacifica,San Mateo County,2014,-1,-1,0,0
Pacifica,San Mateo County,2015,6,4,2,0
Pacifica,San Mateo County,2016,-37,3,-40,0
Pacifica,San Mateo County,2017,-8,7,-15,0
Portola Valley,San Mateo County,1990,7,6,1,0
Portola Valley,San Mateo County,1991,14,13,2,-1
Portola Valley,San Mateo County,1992,10,7,3,0
Portola Valley,San Mateo County,1993,5,3,2,0
Portola Valley,San Mateo County,1994,9,7,2,0
Portola Valley,San Mateo County,1995,9,8,2,-1
Portola Valley,San Mateo County,1996,12,10,2,0
Portola Valley,San Mateo County,1997,6,4,2,0
Portola Valley,San Mateo County,1998,10,9,2,-1
Portola Valley,San Mateo County,1999,12,10,2,0
Portola Valley,San Mateo County,2000,8,1,7,0
Portola Valley,San Mateo County,2001,19,10,9,0
Portola Valley,San Mateo County,2002,12,3,9,0
Portola Valley,San Mateo County,2003,25,2,23,0
Portola Valley,San Mateo County,2004,10,1,9,0
Portola Valley,San Mateo County,2005,11,2,9,0
Portola Valley,San Mateo County,2006,12,4,8,0
Portola Valley,San Mateo County,2007,4,-5,9,0
Portola Valley,San Mateo County,2008,9,0,9,0
Portola Valley,San Mateo County,2009,12,3,9,0
Portola Valley,San Mateo County,2010,6,4,2,0
Portola Valley,San Mateo County,2011,2,2,0,0
Portola Valley,San Mateo County,2012,2,2,0,0
Portola Valley,San Mateo County,2013,-3,-3,0,0
Portola Valley,San Mateo County,2014,7,7,0,0
Portola Valley,San Mateo County,2015,8,8,0,0
Portola Valley,San Mateo County,2016,0,0,0,0
Portola Valley,San Mateo County,2017,3,3,0,0
Redwood City,San Mateo County,1990,268,111,115,42
Redwood City,San Mateo County,1991,29,96,-89,22
Redwood City,San Mateo County,1992,42,91,-71,22
Redwood City,San Mateo County,1993,48,127,-106,27
Redwood City,San Mateo County,1994,52,136,-106,22
Redwood City,San Mateo County,1995,267,230,15,22
Redwood City,San Mateo County,1996,271,144,105,22
Redwood City,San Mateo County,1997,313,191,100,22
Redwood City,San Mateo County,1998,339,259,58,22
Redwood City,San Mateo County,1999,448,163,263,22
Redwood City,San Mateo County,2000,12,95,-74,-9
Redwood City,San Mateo County,2001,203,89,134,-20
Redwood City,San Mateo County,2002,-2,89,-71,-20
Redwood City,San Mateo County,2003,-2,88,-70,-20
Redwood City,San Mateo County,2004,-6,87,-73,-20
Redwood City,San Mateo County,2005,1,81,-59,-21
Redwood City,San Mateo County,2006,-12,79,-71,-20
Redwood City,San Mateo County,2007,42,75,-13,-20
Redwood City,San Mateo County,2008,10,95,-65,-20
Redwood City,San Mateo County,2009,-3,90,-73,-20
Redwood City,San Mateo County,2010,135,29,111,-5
Redwood City,San Mateo County,2011,163,10,153,0
Redwood City,San Mateo County,2012,52,7,45,0
Redwood City,San Mateo County,2013,372,9,363,0
Redwood City,San Mateo County,2014,183,8,175,0
Redwood City,San Mateo County,2015,579,9,570,0
Redwood City,San Mateo County,2016,10,10,0,0
Redwood City,San Mateo County,2017,32,25,7,0
San Bruno,San Mateo County,1990,-17,14,-26,-5
San Bruno,San Mateo County,1991,-22,17,-32,-7
San Bruno,San Mateo County,1992,-17,21,-31,-7
San Bruno,San Mateo County,1993,-16,24,-33,-7
San Bruno,San Mateo County,1994,-21,16,-31,-6
San Bruno,San Mateo County,1995,-23,16,-32,-7
San Bruno,San Mateo County,1996,-23,16,-32,-7
San Bruno,San Mateo County,1997,-21,14,-28,-7
San Bruno,San Mateo County,1998,-22,16,-31,-7
San Bruno,San Mateo County,1999,-11,25,-30,-6
San Bruno,San Mateo County,2000,-50,-7,-39,-4
San Bruno,San Mateo County,2001,-62,-18,-42,-2
San Bruno,San Mateo County,2002,252,-3,257,-2
San Bruno,San Mateo County,2003,-47,-4,-41,-2
San Bruno,San Mateo County,2004,114,31,85,-2
San Bruno,San Mateo County,2005,-50,-5,-42,-3
San Bruno,San Mateo County,2006,-58,-14,-42,-2
San Bruno,San Mateo County,2007,351,-18,371,-2
San Bruno,San Mateo County,2008,-27,16,-41,-2
San Bruno,San Mateo County,2009,-36,8,-42,-2
San Bruno,San Mateo County,2010,144,-31,176,-1
San Bruno,San Mateo County,2011,176,13,163,0
San Bruno,San Mateo County,2012,25,25,0,0
San Bruno,San Mateo County,2013,6,6,0,0
San Bruno,San Mateo County,2014,326,18,308,0
San Bruno,San Mateo County,2015,2,2,0,0
San Bruno,San Mateo County,2016,11,11,0,0
San Bruno,San Mateo County,2017,0,0,0,0
San Carlos,San Mateo County,1990,23,31,-7,-2
San Carlos,San Mateo County,1991,45,46,2,-3
San Carlos,San Mateo County,1992,37,29,11,-3
San Carlos,San Mateo County,1993,9,21,-10,-2
San Carlos,San Mateo County,1994,21,16,8,-3
San Carlos,San Mateo County,1995,13,21,-5,-3
San Carlos,San Mateo County,1996,6,14,-5,-3
San Carlos,San Mateo County,1997,18,31,-10,-3
San Carlos,San Mateo County,1998,29,14,17,-2
San Carlos,San Mateo County,1999,53,25,31,-3
San Carlos,San Mateo County,2000,14,3,11,0
San Carlos,San Mateo County,2001,34,8,24,2
San Carlos,San Mateo County,2002,18,-5,22,1
San Carlos,San Mateo County,2003,26,-1,25,2
San Carlos,San Mateo County,2004,98,-2,98,2
San Carlos,San Mateo County,2005,35,4,30,1
San Carlos,San Mateo County,2006,26,4,20,2
San Carlos,San Mateo County,2007,26,3,22,1
San Carlos,San Mateo County,2008,15,-7,20,2
San Carlos,San Mateo County,2009,32,2,28,2
San Carlos,San Mateo County,2010,4,-1,5,0
San Carlos,San Mateo County,2011,3,3,0,0
San Carlos,San Mateo County,2012,1,1,0,0
San Carlos,San Mateo County,2013,13,11,2,0
San Carlos,San Mateo County,2014,12,12,0,0
San Carlos,San Mateo County,2015,4,4,0,0
San Carlos,San Mateo County,2016,11,6,5,0
San Carlos,San Mateo County,2017,16,8,8,0
San Mateo,San Mateo County,1990,229,13,214,2
San Mateo,San Mateo County,1991,61,44,14,3
San Mateo,San Mateo County,1992,136,77,55,4
San Mateo,San Mateo County,1993,133,43,87,3
San Mateo,San Mateo County,1994,72,54,15,3
San Mateo,San Mateo County,1995,29,54,-28,3
San Mateo,San Mateo County,1996,79,52,24,3
San Mateo,San Mateo County,1997,35,44,-12,3
San Mateo,San Mateo County,1998,18,43,-28,3
San Mateo,San Mateo County,1999,445,58,384,3
San Mateo,San Mateo County,2000,86,111,-27,2
San Mateo,San Mateo County,2001,548,134,413,1
San Mateo,San Mateo County,2002,128,105,22,1
San Mateo,San Mateo County,2003,289,85,203,1
San Mateo,San Mateo County,2004,127,102,24,1
San Mateo,San Mateo County,2005,85,105,-21,1
San Mateo,San Mateo County,2006,101,104,-4,1
San Mateo,San Mateo County,2007,133,104,27,2
San Mateo,San Mateo County,2008,144,99,44,1
San Mateo,San Mateo County,2009,105,110,-6,1
San Mateo,San Mateo County,2010,45,31,14,0
San Mateo,San Mateo County,2011,1,-1,2,0
San Mateo,San Mateo County,2012,21,17,4,0
San Mateo,San Mateo County,2013,70,70,0,0
San Mateo,San Mateo County,2014,257,27,230,0
San Mateo,San Mateo County,2015,417,79,338,0
San Mateo,San Mateo County,2016,149,3,146,0
San Mateo,San Mateo County,2017,297,1,296,0
South San Francisco,San Mateo County,1990,38,33,5,0
South San Francisco,San Mateo County,1991,-20,-13,-8,1
South San Francisco,San Mateo County,1992,19,-11,30,0
South San Francisco,San Mateo County,1993,-11,-20,9,0
South San Francisco,San Mateo County,1994,-32,-13,-20,1
South San Francisco,San Mateo County,1995,8,-1,9,0
South San Francisco,San Mateo County,1996,-16,-9,-8,1
South San Francisco,San Mateo County,1997,186,188,-2,0
South San Francisco,San Mateo County,1998,430,453,-23,0
South San Francisco,San Mateo County,1999,430,375,54,1
South San Francisco,San Mateo County,2000,111,125,-9,-5
South San Francisco,San Mateo County,2001,81,125,-37,-7
South San Francisco,San Mateo County,2002,124,184,-54,-6
South San Francisco,San Mateo County,2003,151,215,-57,-7
South San Francisco,San Mateo County,2004,252,200,58,-6
South San Francisco,San Mateo County,2005,99,154,-48,-7
South San Francisco,San Mateo County,2006,67,132,-58,-7
South San Francisco,San Mateo County,2007,298,136,168,-6
South San Francisco,San Mateo County,2008,344,144,207,-7
South San Francisco,San Mateo County,2009,159,126,39,-6
South San Francisco,San Mateo County,2010,16,41,-13,-12
South San Francisco,San Mateo County,2011,-2,0,0,-2
South San Francisco,San Mateo County,2012,120,11,109,0
South San Francisco,San Mateo County,2013,2,2,0,0
South San Francisco,San Mateo County,2014,12,12,0,0
South San Francisco,San Mateo County,2015,40,40,0,0
South San Francisco,San Mateo County,2016,8,4,4,0
South San Francisco,San Mateo County,2017,24,8,16,0
Unincorporated San Mateo County,San Mateo County,1990,75,81,0,-4
Unincorporated San Mateo County,San Mateo County,1991,102,82,26,-6
Unincorporated San Mateo County,San Mateo County,1992,49,55,0,-6
Unincorporated San Mateo County,San Mateo County,1993,4,23,-15,-4
Unincorporated San Mateo County,San Mateo County,1994,43,67,-19,-5
Unincorporated San Mateo County,San Mateo County,1995,71,87,-11,-5
Unincorporated San Mateo County,San Mateo County,1996,47,45,8,-6
Unincorporated San Mateo County,San Mateo County,1997,56,74,-12,-6
Unincorporated San Mateo County,San Mateo County,1998,168,171,3,-6
Unincorporated San Mateo County,San Mateo County,1999,179,194,-8,-7
Unincorporated San Mateo County,San Mateo County,2000,497,449,65,-17
Unincorporated San Mateo County,San Mateo County,2001,184,167,39,-22
Unincorporated San Mateo County,San Mateo County,2002,166,140,48,-22
Unincorporated San Mateo County,San Mateo County,2003,145,118,49,-22
Unincorporated San Mateo County,San Mateo County,2004,39,20,41,-22
Unincorporated San Mateo County,San Mateo County,2005,78,60,40,-22
Unincorporated San Mateo County,San Mateo County,2006,18,3,37,-22
Unincorporated San Mateo County,San Mateo County,2007,45,40,27,-22
Unincorporated San Mateo County,San Mateo County,2008,34,16,41,-23
Unincorporated San Mateo County,San Mateo County,2009,42,24,40,-22
Unincorporated San Mateo County,San Mateo County,2010,9,8,7,-6
Unincorporated San Mateo County,San Mateo County,2011,40,40,0,0
Unincorporated San Mateo County,San Mateo County,2012,21,17,4,0
Unincorporated San Mateo County,San Mateo County,2013,4,4,0,0
Unincorporated San Mateo County,San Mateo County,2014,2,2,0,0
Unincorporated San Mateo County,San Mateo County,2015,59,60,0,-1
Unincorporated San Mateo County,San Mateo County,2016,35,33,0,2
Unincorporated San Mateo County,San Mateo County,2017,79,18,59,2
Woodside,San Mateo County,1990,13,13,0,0
Woodside,San Mateo County,1991,15,17,-1,-1
