City,County,Year,TOTALproduction,SFproduction,Mfproduction,Mhproduction
Alameda,Alameda County,1990,295,178,96,21
Alameda,Alameda County,1991,360,179,153,28
Alameda,Alameda County,1992,59,138,-107,28
Alameda,Alameda County,1993,36,122,-114,28
Alameda,Alameda County,1994,3,105,-130,28
Alameda,Alameda County,1995,4,124,-149,29
Alameda,Alameda County,1996,91,209,-146,28
Alameda,Alameda County,1997,155,275,-148,28
Alameda,Alameda County,1998,87,201,-142,28
Alameda,Alameda County,1999,12,126,-142,28
Alameda,Alameda County,2000,246,195,57,-6
Alameda,Alameda County,2001,51,17,51,-17
Alameda,Alameda County,2002,92,63,47,-18
Alameda,Alameda County,2003,-487,-506,36,-17
Alameda,Alameda County,2004,138,77,78,-17
Alameda,Alameda County,2005,129,117,29,-17
Alameda,Alameda County,2006,220,164,74,-18
Alameda,Alameda County,2007,153,139,31,-17
Alameda,Alameda County,2008,89,74,32,-17
Alameda,Alameda County,2009,89,35,72,-18
Alameda,Alameda County,2010,-30,-34,8,-4
Alameda,Alameda County,2011,117,117,0,0
Alameda,Alameda County,2012,0,0,0,0
Alameda,Alameda County,2013,1,1,0,0
Alameda,Alameda County,2014,8,8,0,0
Alameda,Alameda County,2015,325,128,197,0
Alameda,Alameda County,2016,100,100,0,0
Alameda,Alameda County,2017,124,31,93,0
Albany,Alameda County,1990,-12,-1,-11,0
Albany,Alameda County,1991,-26,0,-27,1
Albany,Alameda County,1992,-25,-4,-21,0
Albany,Alameda County,1993,-20,-1,-20,1
Albany,Alameda County,1994,-19,3,-22,0
Albany,Alameda County,1995,-22,1,-23,0
Albany,Alameda County,1996,-22,1,-24,1
Albany,Alameda County,1997,-25,-2,-23,0
Albany,Alameda County,1998,-18,5,-24,1
Albany,Alameda County,1999,-25,-1,-24,0
Albany,Alameda County,2000,48,39,8,1
Albany,Alameda County,2001,53,56,-5,2
Albany,Alameda County,2002,73,54,17,2
Albany,Alameda County,2003,63,52,9,2
Albany,Alameda County,2004,-129,70,-201,2
Albany,Alameda County,2005,61,57,2,2
Albany,Alameda County,2006,97,57,38,2
Albany,Alameda County,2007,-75,52,-129,2
Albany,Alameda County,2008,378,52,324,2
Albany,Alameda County,2009,52,54,-4,2
Albany,Alameda County,2010,-1163,-59,-1104,0
Albany,Alameda County,2011,5,1,4,0
Albany,Alameda County,2012,4,4,0,0
Albany,Alameda County,2013,1,1,0,0
Albany,Alameda County,2014,5,5,0,0
Albany,Alameda County,2015,5,5,0,0
Albany,Alameda County,2016,10,10,0,0
Albany,Alameda County,2017,188,12,176,0
Berkeley,Alameda County,1990,70,73,-6,3
Berkeley,Alameda County,1991,48,50,-7,5
Berkeley,Alameda County,1992,151,115,32,4
Berkeley,Alameda County,1993,106,120,-19,5
Berkeley,Alameda County,1994,79,111,-36,4
Berkeley,Alameda County,1995,104,117,-18,5
Berkeley,Alameda County,1996,83,122,-43,4
Berkeley,Alameda County,1997,72,122,-55,5
Berkeley,Alameda County,1998,281,121,156,4
Berkeley,Alameda County,1999,124,119,0,5
Berkeley,Alameda County,2000,125,114,-2,13
Berkeley,Alameda County,2001,185,123,46,16
Berkeley,Alameda County,2002,218,115,87,16
Berkeley,Alameda County,2003,229,116,97,16
Berkeley,Alameda County,2004,370,110,244,16
Berkeley,Alameda County,2005,413,109,289,15
Berkeley,Alameda County,2006,279,110,153,16
Berkeley,Alameda County,2007,367,112,239,16
Berkeley,Alameda County,2008,241,114,111,16
Berkeley,Alameda County,2009,142,113,13,16
Berkeley,Alameda County,2010,372,28,340,4
Berkeley,Alameda County,2011,-20,3,-23,0
Berkeley,Alameda County,2012,10,1,9,0
Berkeley,Alameda County,2013,85,8,77,0
Berkeley,Alameda County,2014,167,19,148,0
Berkeley,Alameda County,2015,144,4,140,0
Berkeley,Alameda County,2016,239,16,223,0
Berkeley,Alameda County,2017,534,43,491,0
Dublin,Alameda County,1990,112,58,54,0
Dublin,Alameda County,1991,470,50,421,-1
Dublin,Alameda County,1992,190,50,140,0
Dublin,Alameda County,1993,62,94,-32,0
Dublin,Alameda County,1994,33,45,-39,27
Dublin,Alameda County,1995,42,82,-40,0
Dublin,Alameda County,1996,76,117,-40,-1
Dublin,Alameda County,1997,235,266,-31,0
Dublin,Alameda County,1998,191,86,105,0
Dublin,Alameda County,1999,1234,374,861,-1
Dublin,Alameda County,2000,996,887,107,2
Dublin,Alameda County,2001,382,439,-60,3
Dublin,Alameda County,2002,735,391,342,2
Dublin,Alameda County,2003,785,342,439,4
Dublin,Alameda County,2004,570,328,240,2
Dublin,Alameda County,2005,661,326,332,3
Dublin,Alameda County,2006,492,204,285,3
Dublin,Alameda County,2007,1022,232,788,2
Dublin,Alameda County,2008,350,209,138,3
Dublin,Alameda County,2009,122,189,-69,2
Dublin,Alameda County,2010,312,251,60,1
Dublin,Alameda County,2011,367,255,112,0
Dublin,Alameda County,2012,1085,616,469,0
Dublin,Alameda County,2013,1124,698,426,0
Dublin,Alameda County,2014,911,658,253,0
Dublin,Alameda County,2015,544,544,0,0
Dublin,Alameda County,2016,836,584,252,0
Dublin,Alameda County,2017,1006,607,399,0
Emeryville,Alameda County,1990,-5,-24,17,2
Emeryville,Alameda County,1991,-17,-43,22,4
Emeryville,Alameda County,1992,43,-41,81,3
Emeryville,Alameda County,1993,101,78,20,3
Emeryville,Alameda County,1994,204,182,18,4
Emeryville,Alameda County,1995,6,-42,45,3
Emeryville,Alameda County,1996,-14,-41,24,3
Emeryville,Alameda County,1997,212,77,131,4
Emeryville,Alameda County,1998,101,-42,140,3
Emeryville,Alameda County,1999,-13,-41,25,3
Emeryville,Alameda County,2000,219,1,217,1
Emeryville,Alameda County,2001,28,18,10,0
Emeryville,Alameda County,2002,180,69,111,0
Emeryville,Alameda County,2003,131,16,115,0
Emeryville,Alameda County,2004,400,15,385,0
Emeryville,Alameda County,2005,224,15,210,-1
Emeryville,Alameda County,2006,390,15,375,0
Emeryville,Alameda County,2007,356,83,273,0
Emeryville,Alameda County,2008,214,19,195,0
Emeryville,Alameda County,2009,62,14,48,0
Emeryville,Alameda County,2010,184,4,180,0
Emeryville,Alameda County,2011,6,1,5,0
Emeryville,Alameda County,2012,0,0,0,0
Emeryville,Alameda County,2013,67,0,67,0
Emeryville,Alameda County,2014,0,0,0,0
Emeryville,Alameda County,2015,406,-1,407,0
Emeryville,Alameda County,2016,44,-1,45,0
Emeryville,Alameda County,2017,1,-1,2,0
Fremont,Alameda County,1990,482,434,50,-2
Fremont,Alameda County,1991,375,338,40,-3
Fremont,Alameda County,1992,552,228,326,-2
Fremont,Alameda County,1993,178,191,-10,-3
Fremont,Alameda County,1994,390,349,44,-3
Fremont,Alameda County,1995,872,419,456,-3
Fremont,Alameda County,1996,683,415,270,-2
Fremont,Alameda County,1997,953,729,227,-3
Fremont,Alameda County,1998,1191,537,657,-3
Fremont,Alameda County,1999,1215,648,569,-2
Fremont,Alameda County,2000,851,604,250,-3
Fremont,Alameda County,2001,484,430,57,-3
Fremont,Alameda County,2002,336,424,-85,-3
Fremont,Alameda County,2003,174,372,-195,-3
Fremont,Alameda County,2004,648,409,242,-3
Fremont,Alameda County,2005,390,420,-27,-3
Fremont,Alameda County,2006,303,437,-131,-3
Fremont,Alameda County,2007,475,408,70,-3
Fremont,Alameda County,2008,446,539,-90,-3
Fremont,Alameda County,2009,384,449,-62,-3
Fremont,Alameda County,2010,438,331,108,-1
Fremont,Alameda County,2011,205,49,156,0
Fremont,Alameda County,2012,254,72,182,0
Fremont,Alameda County,2013,507,166,341,0
Fremont,Alameda County,2014,127,127,0,0
Fremont,Alameda County,2015,73,69,4,0
Fremont,Alameda County,2016,377,286,91,0
Fremont,Alameda County,2017,516,317,199,0
Hayward,Alameda County,1990,1056,487,566,3
Hayward,Alameda County,1991,520,290,228,2
Hayward,Alameda County,1992,150,123,25,2
Hayward,Alameda County,1993,334,298,35,1
Hayward,Alameda County,1994,227,170,56,1
Hayward,Alameda County,1995,215,194,20,1
Hayward,Alameda County,1996,206,194,10,2
Hayward,Alameda County,1997,141,132,8,1
Hayward,Alameda County,1998,248,239,8,1
Hayward,Alameda County,1999,576,383,191,2
Hayward,Alameda County,2000,459,387,71,1
Hayward,Alameda County,2001,159,324,-167,2
Hayward,Alameda County,2002,131,133,-4,2
Hayward,Alameda County,2003,168,231,-65,2
Hayward,Alameda County,2004,443,558,-117,2
Hayward,Alameda County,2005,312,353,-42,1
Hayward,Alameda County,2006,130,232,-104,2
Hayward,Alameda County,2007,160,314,-158,4
Hayward,Alameda County,2008,228,299,-76,5
Hayward,Alameda County,2009,145,273,-130,2
Hayward,Alameda County,2010,230,243,-13,0
Hayward,Alameda County,2011,265,264,1,0
Hayward,Alameda County,2012,229,229,0,0
Hayward,Alameda County,2013,140,140,0,0
Hayward,Alameda County,2014,144,144,0,0
Hayward,Alameda County,2015,108,108,0,0
Hayward,Alameda County,2016,373,222,151,0
Hayward,Alameda County,2017,248,248,0,0
Livermore,Alameda County,1990,718,406,309,3
Livermore,Alameda County,1991,233,257,-18,-6
Livermore,Alameda County,1992,424,391,38,-5
Livermore,Alameda County,1993,351,397,-40,-6
Livermore,Alameda County,1994,400,396,9,-5
Livermore,Alameda County,1995,568,548,26,-6
Livermore,Alameda County,1996,591,594,2,-5
Livermore,Alameda County,1997,680,728,-42,-6
Livermore,Alameda County,1998,860,754,111,-5
Livermore,Alameda County,1999,178,166,18,-6
Livermore,Alameda County,2000,439,337,95,7
Livermore,Alameda County,2001,453,348,94,11
Livermore,Alameda County,2002,510,446,53,11
Livermore,Alameda County,2003,357,296,50,11
Livermore,Alameda County,2004,815,329,475,11
Livermore,Alameda County,2005,428,327,90,11
Livermore,Alameda County,2006,391,289,91,11
Livermore,Alameda County,2007,175,123,42,10
Livermore,Alameda County,2008,137,83,43,11
Livermore,Alameda County,2009,100,31,58,11
Livermore,Alameda County,2010,172,54,115,3
Livermore,Alameda County,2011,76,59,17,0
Livermore,Alameda County,2012,134,72,62,0
Livermore,Alameda County,2013,205,95,110,0
Livermore,Alameda County,2014,158,83,75,0
Livermore,Alameda County,2015,431,286,145,0
Livermore,Alameda County,2016,375,177,196,2
Livermore,Alameda County,2017,343,343,0,0
Newark,Alameda County,1990,70,40,27,3
Newark,Alameda County,1991,44,16,23,5
Newark,Alameda County,1992,60,34,22,4
Newark,Alameda County,1993,67,40,22,5
Newark,Alameda County,1994,110,91,15,4
Newark,Alameda County,1995,66,47,15,4
Newark,Alameda County,1996,3,-17,15,5
Newark,Alameda County,1997,-2,-21,15,4
Newark,Alameda County,1998,387,49,333,5
Newark,Alameda County,1999,34,15,15,4
Newark,Alameda County,2000,117,141,-21,-3
Newark,Alameda County,2001,59,101,-36,-6
Newark,Alameda County,2002,102,144,-36,-6
Newark,Alameda County,2003,10,51,-35,-6
Newark,Alameda County,2004,-2,40,-36,-6
Newark,Alameda County,2005,1,43,-36,-6
Newark,Alameda County,2006,1,43,-36,-6
Newark,Alameda County,2007,4,47,-37,-6
Newark,Alameda County,2008,0,41,-35,-6
Newark,Alameda County,2009,-1,42,-37,-6
Newark,Alameda County,2010,0,10,-9,-1
Newark,Alameda County,2011,0,0,0,0
Newark,Alameda County,2012,2,0,2,0
Newark,Alameda County,2013,3,1,2,0
Newark,Alameda County,2014,2,0,2,0
Newark,Alameda County,2015,49,44,5,0
Newark,Alameda County,2016,137,137,0,0
Newark,Alameda County,2017,540,218,322,0
Oakland,Alameda County,1990,699,425,254,20
Oakland,Alameda County,1991,-2329,-1849,-506,26
Oakland,Alameda County,1992,482,488,-31,25
Oakland,Alameda County,1993,661,494,141,26
Oakland,Alameda County,1994,365,440,-100,25
Oakland,Alameda County,1995,847,653,168,26
Oakland,Alameda County,1996,372,611,-264,25
Oakland,Alameda County,1997,457,534,-103,26
Oakland,Alameda County,1998,643,600,18,25
Oakland,Alameda County,1999,467,638,-197,26
Oakland,Alameda County,2000,502,404,85,13
Oakland,Alameda County,2001,1188,201,977,10
Oakland,Alameda County,2002,1454,395,1049,10
Oakland,Alameda County,2003,1313,282,1021,10
Oakland,Alameda County,2004,772,244,518,10
Oakland,Alameda County,2005,959,268,681,10
Oakland,Alameda County,2006,1119,241,868,10
Oakland,Alameda County,2007,1839,254,1575,10
Oakland,Alameda County,2008,1518,295,1213,10
Oakland,Alameda County,2009,1510,197,1303,10
Oakland,Alameda County,2010,347,154,191,2
Oakland,Alameda County,2011,115,94,21,0
Oakland,Alameda County,2012,581,41,540,0
Oakland,Alameda County,2013,204,45,159,0
Oakland,Alameda County,2014,316,37,279,0
Oakland,Alameda County,2015,54,40,14,0
Oakland,Alameda County,2016,444,73,371,0
Oakland,Alameda County,2017,534,93,441,0
Piedmont,Alameda County,1990,2,3,-2,1
Piedmont,Alameda County,1991,2,5,-3,0
Piedmont,Alameda County,1992,3,4,-2,1
Piedmont,Alameda County,1993,0,2,-3,1
Piedmont,Alameda County,1994,4,7,-3,0
Piedmont,Alameda County,1995,2,3,-2,1
Piedmont,Alameda County,1996,-1,1,-3,1
Piedmont,Alameda County,1997,1,3,-2,0
Piedmont,Alameda County,1998,-1,1,-3,1
Piedmont,Alameda County,1999,-1,1,-3,1
Piedmont,Alameda County,2000,4,-2,7,-1
Piedmont,Alameda County,2001,7,-3,10,0
Piedmont,Alameda County,2002,6,-2,9,-1
Piedmont,Alameda County,2003,6,-3,10,-1
Piedmont,Alameda County,2004,5,-3,9,-1
Piedmont,Alameda County,2005,6,-3,10,-1
Piedmont,Alameda County,2006,7,-2,9,0
Piedmont,Alameda County,2007,7,-3,11,-1
Piedmont,Alameda County,2008,7,-2,10,-1
Piedmont,Alameda County,2009,9,0,10,-1
Piedmont,Alameda County,2010,5,1,4,0
Piedmont,Alameda County,2011,4,2,2,0
Piedmont,Alameda County,2012,3,3,0,0
Piedmont,Alameda County,2013,2,-2,4,0
Piedmont,Alameda County,2014,3,3,0,0
Piedmont,Alameda County,2015,3,3,0,0
Piedmont,Alameda County,2016,2,2,0,0
Piedmont,Alameda County,2017,4,4,0,0
Pleasanton,Alameda County,1990,530,221,306,3
Pleasanton,Alameda County,1991,254,236,15,3
Pleasanton,Alameda County,1992,286,201,82,3
Pleasanton,Alameda County,1993,419,388,27,4
Pleasanton,Alameda County,1994,437,398,36,3
Pleasanton,Alameda County,1995,440,374,62,4
Pleasanton,Alameda County,1996,511,486,22,3
Pleasanton,Alameda County,1997,635,578,54,3
Pleasanton,Alameda County,1998,485,467,14,4
Pleasanton,Alameda County,1999,540,398,139,3
Pleasanton,Alameda County,2000,459,179,285,-5
Pleasanton,Alameda County,2001,176,106,77,-7
Pleasanton,Alameda County,2002,352,169,191,-8
Pleasanton,Alameda County,2003,191,121,77,-7
Pleasanton,Alameda County,2004,220,152,76,-8
Pleasanton,Alameda County,2005,226,157,77,-8
Pleasanton,Alameda County,2006,221,120,108,-7
Pleasanton,Alameda County,2007,165,92,81,-8
Pleasanton,Alameda County,2008,110,39,78,-7
Pleasanton,Alameda County,2009,32,-37,77,-8
Pleasanton,Alameda County,2010,19,0,21,-2
Pleasanton,Alameda County,2011,63,37,26,0
Pleasanton,Alameda County,2012,42,42,0,0
Pleasanton,Alameda County,2013,131,133,-2,0
Pleasanton,Alameda County,2014,427,52,375,0
Pleasanton,Alameda County,2015,248,80,168,0
Pleasanton,Alameda County,2016,196,85,111,0
Pleasanton,Alameda County,2017,878,97,781,0
San Leandro,Alameda County,1990,4,22,-21,3
San Leandro,Alameda County,1991,32,33,-4,3
San Leandro,Alameda County,1992,5,30,-29,4
San Leandro,Alameda County,1993,45,57,-16,4
San Leandro,Alameda County,1994,38,66,-32,4
San Leandro,Alameda County,1995,50,79,-32,3
San Leandro,Alameda County,1996,91,104,-17,4
San Leandro,Alameda County,1997,143,171,-32,4
San Leandro,Alameda County,1998,240,269,-32,3
San Leandro,Alameda County,1999,444,472,-32,4
San Leandro,Alameda County,2000,198,161,37,0
San Leandro,Alameda County,2001,148,89,60,-1
San Leandro,Alameda County,2002,97,40,59,-2
San Leandro,Alameda County,2003,263,204,60,-1
San Leandro,Alameda County,2004,107,49,60,-2
San Leandro,Alameda County,2005,63,2,62,-1
San Leandro,Alameda County,2006,50,-9,60,-1
San Leandro,Alameda County,2007,74,9,67,-2
San Leandro,Alameda County,2008,59,-4,64,-1
San Leandro,Alameda County,2009,67,-6,75,-2
San Leandro,Alameda County,2010,74,8,66,0
San Leandro,Alameda County,2011,4,4,0,0
San Leandro,Alameda County,2012,10,8,2,0
San Leandro,Alameda County,2013,8,8,0,0
San Leandro,Alameda County,2014,5,5,0,0
San Leandro,Alameda County,2015,0,0,0,0
San Leandro,Alameda County,2016,1,1,0,0
San Leandro,Alameda County,2017,87,2,85,0
Unincorporated Alameda County,Alameda County,1990,-510,-250,-258,-2
Unincorporated Alameda County,Alameda County,1991,163,85,76,2
Unincorporated Alameda County,Alameda County,1992,206,173,28,5
Unincorporated Alameda County,Alameda County,1993,476,157,312,7
Unincorporated Alameda County,Alameda County,1994,178,200,-28,6
Unincorporated Alameda County,Alameda County,1995,181,239,-61,3
Unincorporated Alameda County,Alameda County,1996,338,345,-13,6
Unincorporated Alameda County,Alameda County,1997,474,384,86,4
Unincorporated Alameda County,Alameda County,1998,630,630,-3,3
Unincorporated Alameda County,Alameda County,1999,383,423,-53,13
Unincorporated Alameda County,Alameda County,2000,183,216,-39,6
Unincorporated Alameda County,Alameda County,2001,193,191,-2,4
Unincorporated Alameda County,Alameda County,2002,115,167,-55,3
Unincorporated Alameda County,Alameda County,2003,284,313,-32,3
Unincorporated Alameda County,Alameda County,2004,163,145,14,4
Unincorporated Alameda County,Alameda County,2005,138,141,-7,4
Unincorporated Alameda County,Alameda County,2006,76,101,-30,5
Unincorporated Alameda County,Alameda County,2007,156,11,144,1
Unincorporated Alameda County,Alameda County,2008,214,87,123,4
